carrier,customer_id,location,type,is_liveunload,waiting_time,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
61bc29302bc46a14d2c8d441,67be1042eda27777dfadb568,2626722 ALBERTA LTD - CONSIGNEE,DELIVERLOAD,False,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
61bc29302bc46a14d2c8d441,67be1042eda27777dfadb568,2626722 ALBERTA LTD - CONSIGNEE,HOOKCONTAINER,False,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
61bc29302bc46a14d2c8d441,680921c94ac9d5c6546ce603,2675642 ALBERTA LTD,DELIVERLOAD,False,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
61bc29302bc46a14d2c8d441,680921c94ac9d5c6546ce603,2675642 ALBERTA LTD,DELIVERLOAD,True,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61bc29302bc46a14d2c8d441,684c7210de7a537d5aba7467,333618 ALBERTA LTD DBA / PURE WATER,HOOKCONTAINER,False,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61bc29302bc46a14d2c8d441,62b614cd8d506713a275dc22,7 CANADIAN FORCES SUPPLY DEPOT,DELIVERLOAD,False,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
61bc29302bc46a14d2c8d441,62b614cd8d506713a275dc22,7 CANADIAN FORCES SUPPLY DEPOT,DELIVERLOAD,True,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
61bc29302bc46a14d2c8d441,65fdcdd66e4996205bb96ee9,886779 Alberta Ltd,DELIVERLOAD,True,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
61bc29302bc46a14d2c8d441,67f6e317ff5e9a7c54dfdee2,AAA STRIPING - RESTRICTED BRIDGE ON TWP 470,DELIVERLOAD,True,58,58,58,58,58,58,58,58,58,58,58,58,48,58,58,58,58,58,58,58,58,58,58,58,58
61bc29302bc46a14d2c8d441,681109c4dfdf32cf08dcd0f1,AADHITYAENTERPRISES LTD - CONSIGEE PARSONS ROAD,DELIVERLOAD,False,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
61bc29302bc46a14d2c8d441,681109c4dfdf32cf08dcd0f1,AADHITYAENTERPRISES LTD - CONSIGEE PARSONS ROAD,HOOKCONTAINER,False,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
61bc29302bc46a14d2c8d441,6839cd4fb04c4436591e3564,ABATEMENT TECHNOLOGIES LTD LEWIS ST,HOOKCONTAINER,False,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
61bc29302bc46a14d2c8d441,687534a7835db2ef0da75d12,AB-CAN Imports Ltd,DELIVERLOAD,False,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
61bc29302bc46a14d2c8d441,687534a7835db2ef0da75d12,AB-CAN Imports Ltd,HOOKCONTAINER,False,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
61bc29302bc46a14d2c8d441,685d5543c92cdd8862bd7268,ABC SUPPLY - ACHESON,DELIVERLOAD,True,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
61bc29302bc46a14d2c8d441,67eef0176e5012ba50bc2e59,ABC SUPPLY EDMONTON,DELIVERLOAD,True,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
61bc29302bc46a14d2c8d441,6493337155a73616651c49bd,ABEL CORPORATION - DELIVERY,DELIVERLOAD,True,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
61bc29302bc46a14d2c8d441,6581c0d487fff01624bdd745,ACCURATE SCREEN CALGARY,DELIVERLOAD,False,18,18,18,18,18,18,18,18,18,25,16,12,7,13,18,19,23,18,18,18,18,18,18,18,18
61bc29302bc46a14d2c8d441,6581c0d487fff01624bdd745,ACCURATE SCREEN CALGARY,HOOKCONTAINER,False,12,12,12,12,12,12,12,12,12,12,7,10,12,12,18,13,12,13,12,12,12,12,12,12,12
61bc29302bc46a14d2c8d441,62b615d3ab8e20384b729d3b,ACCURATE SCREEN EDMONTON,DELIVERLOAD,False,14,14,14,14,14,14,14,14,14,14,13,10,14,14,20,14,16,20,16,14,14,14,14,14,14
61bc29302bc46a14d2c8d441,62b615d3ab8e20384b729d3b,ACCURATE SCREEN EDMONTON,DELIVERLOAD,True,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
61bc29302bc46a14d2c8d441,62b615d3ab8e20384b729d3b,ACCURATE SCREEN EDMONTON,HOOKCONTAINER,False,11,11,11,11,11,11,11,11,11,11,22,18,12,11,13,11,11,8,35,11,11,11,11,11,11
61bc29302bc46a14d2c8d441,6787d5c99347a74e7bb91347,ACE FOODS - 104 STREET,DELIVERLOAD,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
61bc29302bc46a14d2c8d441,6787d5c99347a74e7bb91347,ACE FOODS - 104 STREET,HOOKCONTAINER,False,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
61bc29302bc46a14d2c8d441,62eecf38e9e73e15e4b739e6,ACE PACKAGING,DELIVERLOAD,False,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
61bc29302bc46a14d2c8d441,64cd0376adb29c1599ac6136,ACE TURF - UNIT# 1,DELIVERLOAD,False,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61bc29302bc46a14d2c8d441,64cd0376adb29c1599ac6136,ACE TURF - UNIT# 1,HOOKCONTAINER,False,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
61bc29302bc46a14d2c8d441,656ccc766b1416167b42d0af,ACKLANDS-GRAINGER,DELIVERLOAD,False,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
61bc29302bc46a14d2c8d441,631d2338090ebd1651ba6ef0,ACROPOLIS WAREHOUSING - EDMONTON,DELIVERLOAD,False,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,33,38,38,38,38,38,38,38,38
61bc29302bc46a14d2c8d441,631d2338090ebd1651ba6ef0,ACROPOLIS WAREHOUSING - EDMONTON,DELIVERLOAD,True,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
61bc29302bc46a14d2c8d441,62b616cfab8e20384b729ecc,ACROPOLIS WAREHOUSING INC - NISKU,DELIVERLOAD,False,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
61bc29302bc46a14d2c8d441,62b616cfab8e20384b729ecc,ACROPOLIS WAREHOUSING INC - NISKU,DELIVERLOAD,True,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
61bc29302bc46a14d2c8d441,62f148c5972272162b2e4b93,ACTION CAR AND TRUCK ACCESSORIES,DELIVERLOAD,False,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
61bc29302bc46a14d2c8d441,62f148c5972272162b2e4b93,ACTION CAR AND TRUCK ACCESSORIES,DELIVERLOAD,True,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
61bc29302bc46a14d2c8d441,62f148c5972272162b2e4b93,ACTION CAR AND TRUCK ACCESSORIES,HOOKCONTAINER,False,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
61bc29302bc46a14d2c8d441,62b6176eab8e20384b729fb0,ACTIVE WAREHOUSE - 149 ST,DELIVERLOAD,False,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
61bc29302bc46a14d2c8d441,62b6176eab8e20384b729fb0,ACTIVE WAREHOUSE - 149 ST,DELIVERLOAD,True,37,37,37,37,37,37,37,37,37,37,34,35,32,47,40,30,53,37,37,37,37,37,37,37,37
61bc29302bc46a14d2c8d441,62b6176eab8e20384b729fb0,ACTIVE WAREHOUSE - 149 ST,HOOKCONTAINER,False,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
61bc29302bc46a14d2c8d441,62b617e6cb0e4613b067278d,ACTIVE WAREHOUSE (MTE),DELIVERLOAD,False,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
61bc29302bc46a14d2c8d441,62b617e6cb0e4613b067278d,ACTIVE WAREHOUSE (MTE),DELIVERLOAD,True,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
61bc29302bc46a14d2c8d441,62b617e6cb0e4613b067278d,ACTIVE WAREHOUSE (MTE),HOOKCONTAINER,False,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
61bc29302bc46a14d2c8d441,6352f1c91a5d7d15dabc5a20,ADM ALLIANCE NUTRITION,DELIVERLOAD,True,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
61bc29302bc46a14d2c8d441,644c2a83f074e516551d1cf3,AERP,DELIVERLOAD,False,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
61bc29302bc46a14d2c8d441,644c2a83f074e516551d1cf3,AERP,DELIVERLOAD,True,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
61bc29302bc46a14d2c8d441,62b61c528d506713a275e7a0,AF COLD STORAGE,DELIVERLOAD,False,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
61bc29302bc46a14d2c8d441,62b61c528d506713a275e7a0,AF COLD STORAGE,DELIVERLOAD,True,86,86,86,86,86,86,86,86,86,86,86,71,86,86,86,86,86,86,86,86,86,86,86,86,86
61bc29302bc46a14d2c8d441,62b61c528d506713a275e7a0,AF COLD STORAGE,HOOKCONTAINER,False,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
61bc29302bc46a14d2c8d441,6876a7391889e7e992f04bb8,AHL99 GLOBAL,DELIVERLOAD,True,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61bc29302bc46a14d2c8d441,685ec21389e0025f3fb66f16,AIM Environmental Group,DELIVERLOAD,False,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
61bc29302bc46a14d2c8d441,685ec21389e0025f3fb66f16,AIM Environmental Group,HOOKCONTAINER,False,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61bc29302bc46a14d2c8d441,64e3d054c6dea97c582e4f28,AIR CANADA CARGO,DELIVERLOAD,True,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
61bc29302bc46a14d2c8d441,677ebe4428110a65808b5b71,AIRFAST DISTRIBUTORS,DELIVERLOAD,True,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
61bc29302bc46a14d2c8d441,6470e56d373f101640ce6414,AIR LIQUIDE CANADA,DELIVERLOAD,True,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
61bc29302bc46a14d2c8d441,6570e50b09c77c165f5bcd3e,AIR LIQUIDE CANADA INC - ROPER ROAD,DELIVERLOAD,True,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
61bc29302bc46a14d2c8d441,6570e50b09c77c165f5bcd3e,AIR LIQUIDE CANADA INC - ROPER ROAD,HOOKCONTAINER,False,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61bc29302bc46a14d2c8d441,673e24594559a7baf73d8183,AIR PRODUCTS,DELIVERLOAD,True,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61bc29302bc46a14d2c8d441,673e243672ea33196e1c9a66,AIR PRODUCTS (SHERWOOD DRIVE),DELIVERLOAD,False,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
61bc29302bc46a14d2c8d441,673e243672ea33196e1c9a66,AIR PRODUCTS (SHERWOOD DRIVE),DELIVERLOAD,True,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
61bc29302bc46a14d2c8d441,63ea6e0fd0f7c8160d892d61,AIRWAY STORAGE YARD - CALL AHEAD 780-990-9777 780-566-8033,RETURNCONTAINER,False,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
61bc29302bc46a14d2c8d441,67fec822e9529ba3b3fd2bea,AIV INTERNATIONAL INC O/A AIV CANAD,DELIVERLOAD,True,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
61bc29302bc46a14d2c8d441,656a19212751961655cdbe8e,ALBERTA BALLET - WAREHOUSE,DELIVERLOAD,False,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
61bc29302bc46a14d2c8d441,656a19212751961655cdbe8e,ALBERTA BALLET - WAREHOUSE,HOOKCONTAINER,False,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
61bc29302bc46a14d2c8d441,62b61cefcb0e4613b0672edf,ALBERTA DISTILLERS,DELIVERLOAD,True,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
61bc29302bc46a14d2c8d441,65d8f54616ff4233a7e6b6df,ALBERTA STONE,DELIVERLOAD,False,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61bc29302bc46a14d2c8d441,65d8f54616ff4233a7e6b6df,ALBERTA STONE,DELIVERLOAD,True,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
61bc29302bc46a14d2c8d441,67092d64ea1952bbeab49958,ALEXANDER TUBULAR,DELIVERLOAD,True,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
61bc29302bc46a14d2c8d441,67db26d85dcc8663453bcb79,ALEX - PRIVATE RESIDENCE,DELIVERLOAD,True,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61bc29302bc46a14d2c8d441,65cbaf8f4b8e305947cd9498,ALFAGOMMA,HOOKCONTAINER,False,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
61bc29302bc46a14d2c8d441,62fd6addd41af215f6d0affe,ALLEN'S TRANSPORT,DELIVERLOAD,False,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
61bc29302bc46a14d2c8d441,62fd6addd41af215f6d0affe,ALLEN'S TRANSPORT,DELIVERLOAD,True,57,57,57,57,57,57,57,57,57,57,46,57,57,57,57,57,57,57,57,57,57,57,57,57,57
61bc29302bc46a14d2c8d441,679cfa6c634d24936182f63d,ALLIANCE DOOR PRODUCTS - 184 ST,DELIVERLOAD,True,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61bc29302bc46a14d2c8d441,630799270f74c015e2041a4b,ALL THINGS CEDAR,DELIVERLOAD,True,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
61bc29302bc46a14d2c8d441,667ef15aff7711ec7bc1bb1a,ALL-TRA BATTERY,DELIVERLOAD,True,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
61bc29302bc46a14d2c8d441,6882470187e854188e9ceffd,ALLTRACK INC,HOOKCONTAINER,False,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
61bc29302bc46a14d2c8d441,62b4737d7f6dc21382f5ca2c,ALL WEATHER WINDOWS,DELIVERLOAD,False,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
61bc29302bc46a14d2c8d441,62b4737d7f6dc21382f5ca2c,ALL WEATHER WINDOWS,HOOKCONTAINER,False,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
61bc29302bc46a14d2c8d441,685ecb01a967612667e086a5,ALL WEST DEMOLITION,DELIVERLOAD,False,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
61bc29302bc46a14d2c8d441,685ecb01a967612667e086a5,ALL WEST DEMOLITION,HOOKCONTAINER,False,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61bc29302bc46a14d2c8d441,65fdf55e34959631397d0d1d,ALMZ FURNITURE - EDMONTON,HOOKCONTAINER,False,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61bc29302bc46a14d2c8d441,65bc1a35021a1340d802392e,ALPHA TIRES #3,DELIVERLOAD,False,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
61bc29302bc46a14d2c8d441,65bc1a35021a1340d802392e,ALPHA TIRES #3,HOOKCONTAINER,False,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
61bc29302bc46a14d2c8d441,62b624a98d506713a275f441,ALTASTEEL LTD,DELIVERLOAD,True,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
61bc29302bc46a14d2c8d441,685ec32ac3b1dd709c933077,AMAR DEPOT - 84 ST,PULLCONTAINER,False,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
61bc29302bc46a14d2c8d441,685ec32ac3b1dd709c933077,AMAR DEPOT - 84 ST,RETURNCONTAINER,False,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
61bc29302bc46a14d2c8d441,64501dcdbc6eec15da584a90,AMAR DEPOT - **DO NOT USE**,DELIVERLOAD,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
61bc29302bc46a14d2c8d441,64501dcdbc6eec15da584a90,AMAR DEPOT - **DO NOT USE**,HOOKCONTAINER,False,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
61bc29302bc46a14d2c8d441,64501dcdbc6eec15da584a90,AMAR DEPOT - **DO NOT USE**,RETURNCONTAINER,False,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
61bc29302bc46a14d2c8d441,62b625228d506713a275f51d,AMAZON - YEG1,DELIVERLOAD,True,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
61bc29302bc46a14d2c8d441,66561fd748228e8456696c3a,AMAZON - YEG2,DELIVERLOAD,False,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
61bc29302bc46a14d2c8d441,66561fd748228e8456696c3a,AMAZON - YEG2,DELIVERLOAD,True,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
61bc29302bc46a14d2c8d441,66561fd748228e8456696c3a,AMAZON - YEG2,HOOKCONTAINER,False,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61bc29302bc46a14d2c8d441,6554f94466cf9c1699720453,AMAZON - YYC6,DELIVERLOAD,False,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
61bc29302bc46a14d2c8d441,6554f94466cf9c1699720453,AMAZON - YYC6,DELIVERLOAD,True,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
61bc29302bc46a14d2c8d441,663bd6633c1570d8c4ff7cc1,AMITY INSULATION GROUP,DELIVERLOAD,True,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
61bc29302bc46a14d2c8d441,62e831265c28f7161018b0af,AMJ EDM - DEL,DELIVERLOAD,False,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
